,Name,URL,Price,Business,Category,Subcategory,Country,Location,Description,Dimensions,Age,ItemID,SellerID,SellersStockID,DateOfListing,Imagefiles,LastUpOn
110,Reclaimed Teak / Iroko Worktop 255cm X 64.5cm,https://www.salvoweb.com/35216-reclaimed-teak-iroko-worktop-255cm-x-645cm,£ 385  ,Architectural Forum,Antique & Reclaimed,Timber,UK,UK > Hertfordshire,,,,,,,,,2023-04-14
111,Reclaimed Cast Iron Andirons & Basket Set | Firedogs,https://www.salvoweb.com/35169-reclaimed-cast-iron-andirons-basket-set-firedogs,£ 1200  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-05-29
112,Reclaimed Cast Iron Fire Basket with Brass Finials,https://www.salvoweb.com/35166-reclaimed-cast-iron-fire-basket-with-brass-finials,£ 450  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-03-21
113,Antique Victorian Mahogany Fireplace,https://www.salvoweb.com/35164-antique-victorian-mahogany-fireplace,£ 850  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-04-17
114,Antique Victorian Cast Iron Fireplace Insert with Floral Tiles,https://www.salvoweb.com/35163-antique-victorian-cast-iron-fireplace-insert-with-floral-tiles,£ 1200  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-04-25
115,Reclaimed Teak / Iroko Worktop 120cm X 119cm,https://www.salvoweb.com/35162-reclaimed-teak-iroko-worktop-120cm-x-119cm,£ 350  ,Architectural Forum,Antique & Reclaimed,Timber,UK,UK > Hertfordshire,,,,,,,,,2023-08-20
116,Vintage Theatre Stage Light,https://www.salvoweb.com/35160-vintage-theatre-stage-light,£ 210  ,Architectural Forum,Antique & Reclaimed,Lighting,UK,UK > Hertfordshire,,,,,,,,,2023-05-01
117,Reclaimed Cast Iron Fire Basket,https://www.salvoweb.com/35150-reclaimed-cast-iron-fire-basket,£ 280  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-08-06
118,Antique Cast Iron Fireplace Insert with Tiles,https://www.salvoweb.com/35149-antique-cast-iron-fireplace-insert-with-tiles,£ 1040  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-07-04
119,Reclaimed Cast Iron Fire Basket with Ornate Back,https://www.salvoweb.com/35148-reclaimed-cast-iron-fire-basket-with-ornate-back,£ 300  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-05-13
120,Dramatic Pair Carved Marble Cornucopia Urns | Greek God,https://www.salvoweb.com/35146-dramatic-pair-carved-marble-cornucopia-urns-greek-god,£ 6000  ,Architectural Forum,Antique & Reclaimed,Statuary,UK,UK > Hertfordshire,,,,,,,,,2023-07-16
121,Reclaimed Twyford Ceramic Mop Sink,https://www.salvoweb.com/35141-reclaimed-twyford-ceramic-mop-sink,£ 300  ,Architectural Forum,Antique & Reclaimed,Bathroom & Accessories,UK,UK > Hertfordshire,,,,,,,,,2023-08-20
122,Antique Reclaimed Cast Iron Firedogs | Gooseneck Andirons,https://www.salvoweb.com/35119-antique-reclaimed-cast-iron-firedogs-gooseneck-andirons,£ 450  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-04-20
123,"Antique Ornate Late Georgian, Early Victorian Cast Iron Insert",https://www.salvoweb.com/35117-antique-ornate-late-georgian-early-victorian-cast-iron-insert,£ 1500  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-07-15
124,Antique Victorian Carved Stone Chimneypiece with Corbels,https://www.salvoweb.com/35113-antique-victorian-carved-stone-chimneypiece-with-corbels,£ 1440  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-05-02
125,Antique Marble Victorian Fireplace with Red Marble Columns,https://www.salvoweb.com/35111-antique-marble-victorian-fireplace-with-red-marble-columns,£ 3500  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-05-09
126,Reclaimed Yorkstone Flagstones | Paving Slabs 400m²,https://www.salvoweb.com/35062-reclaimed-yorkstone-flagstones-paving-slabs-400m,£ 108  ,Architectural Forum,Antique & Reclaimed,Flagstones & Floor Tiles,UK,UK > Hertfordshire,,,,,,,,,2023-06-02
127,Antique Edwardian Carrara Marble Fireplace Surround,https://www.salvoweb.com/35056-antique-edwardian-carrara-marble-fireplace-surround,£ 2200  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-06-03
128,Antique Victorian Carrara Marble Corbel Fireplace Surround,https://www.salvoweb.com/35054-antique-victorian-carrara-marble-corbel-fireplace-surround,£ 2200  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-05-16
129,Reclaimed Polished Cast Iron Fire Basket,https://www.salvoweb.com/35053-reclaimed-polished-cast-iron-fire-basket,£ 650  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-08-16
130,Antique Old Sri Lankan Oruwa Outrigger Canoe,https://www.salvoweb.com/35044-antique-old-sri-lankan-oruwa-outrigger-canoe,£ 950  ,UK Architectural Antiques Ltd,Antique & Reclaimed,Garden,UK,UK > Staffordshire,,,,,,,,,2023-05-04
131,Reclaimed Miniature Model Village Cottage From West Cliff Ramsgate,https://www.salvoweb.com/35043-reclaimed-miniature-model-village-cottage-from-west-cliff-ramsgate,"£ 2,250  ",UK Architectural Antiques Ltd,Antique & Reclaimed,Garden,UK,UK > Staffordshire,,,,,,,,,2023-04-16
132,Antique Cast Iron Fireplace Surround,https://www.salvoweb.com/35036-antique-cast-iron-fireplace-surround,£ 1800  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-08-01
133,Antique Late Georgian Early Victorian Carrara Marble Fireplace,https://www.salvoweb.com/35034-antique-late-georgian-early-victorian-carrara-marble-fireplace,£ 1800  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-06-22
134,Antique Late Georgian Early Victorian Marble Fireplace Surround,https://www.salvoweb.com/35031-antique-late-georgian-early-victorian-marble-fireplace-surround,£ 1200  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-05-11
135,Georgian Style Bullseye Carrara Marble Fireplace Surround,https://www.salvoweb.com/34995-georgian-style-bullseye-carrara-marble-fireplace-surround,£ 1260  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-05-19
136,Antique William IV Cast Iron Surround with Florals,https://www.salvoweb.com/34993-antique-william-iv-cast-iron-surround-with-florals,£ 2200  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-05-11
137,Antique Victorian Statuary Marble Chimneypiece with Carved Corbels,https://www.salvoweb.com/34992-antique-victorian-statuary-marble-chimneypiece-with-carved-corbels,£ 4500  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-04-24
138,Antique Reclaimed Cast Iron Fire Basket,https://www.salvoweb.com/34989-antique-reclaimed-cast-iron-fire-basket,£ 420  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-05-26
139,Antique Victorian Cast Iron Arched Fireplace Insert,https://www.salvoweb.com/34988-antique-victorian-cast-iron-arched-fireplace-insert,£ 1200  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-05-29
140,Queen Victoria Original Genuine Wall Mounted Cast Iron Post Box,https://www.salvoweb.com/34971-queen-victoria-original-genuine-wall-mounted-cast-iron-post-box,"£ 1,895  ",UK Architectural Antiques Ltd,Antique & Reclaimed,Garden,UK,UK > Staffordshire,,,,,,,,,2023-05-28
141,Original Antique Salvaged Kitchen Maple Butchers Chopping Block,https://www.salvoweb.com/34962-original-antique-salvaged-kitchen-maple-butchers-chopping-block,"£ 1,595  ",UK Architectural Antiques Ltd,Antique & Reclaimed,Kitchen & Accessories,UK,UK > Staffordshire,,,,,,,,,2023-03-23
142,Antique Cast Iron Neoclassical Chimneypiece | In The Manner of Robert Adam,https://www.salvoweb.com/34935-antique-cast-iron-neoclassical-chimneypiece-in-the-manner-of-robert-adam,£ 2400  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-08-14
143,Arched Victorian Black Slate & Verde Marble Fireplace Surround with Corbels,https://www.salvoweb.com/34931-arched-victorian-black-slate-verde-marble-fireplace-surround-with-corbels,£ 3600  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-05-16
144,Reclaimed Brass Andirons & Polished Cast Iron Basket Set | Brass Firedogs,https://www.salvoweb.com/34930-reclaimed-brass-andirons-polished-cast-iron-basket-set-brass-firedogs,£ 1020  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-07-15
145,Antique Carrara Marble Crossover Fireplace Surround,https://www.salvoweb.com/34928-antique-carrara-marble-crossover-fireplace-surround,£ 1600  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-06-05
146,Original Reclaimed Salvaged Maple Kitchen Butchers Chopping Block,https://www.salvoweb.com/34926-original-reclaimed-salvaged-maple-kitchen-butchers-chopping-block,"£ 1,595  ",UK Architectural Antiques Ltd,Antique & Reclaimed,Kitchen & Accessories,UK,UK > Staffordshire,,,,,,,,,2023-05-18
147,Reclaimed Cast Iron Fire Basket,https://www.salvoweb.com/34908-reclaimed-cast-iron-fire-basket,£ 400  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-07-10
148,Reclaimed Old Solid Oak Frame Panelling With Veneer Panels,https://www.salvoweb.com/34905-reclaimed-old-solid-oak-frame-panelling-with-veneer-panels,"£ 7,950  ",UK Architectural Antiques Ltd,Antique & Reclaimed,Architectural Woodwork & Panelling,UK,UK > Staffordshire,,,,,,,,,2023-05-21
149,George 5th Genuine Cast Iron Pole Mounted Letter Post Box,https://www.salvoweb.com/34872-george-5th-genuine-cast-iron-pole-mounted-letter-post-box,"£ 1,850  ",UK Architectural Antiques Ltd,Antique & Reclaimed,Garden,UK,UK > Staffordshire,,,,,,,,,2023-07-09
150,Old Reclaimed Victorian Outdoor Copper Garden Pot / Planter,https://www.salvoweb.com/34871-old-reclaimed-victorian-outdoor-copper-garden-pot-planter,£ 795  ,UK Architectural Antiques Ltd,Antique & Reclaimed,Garden,UK,UK > Staffordshire,,,,,,,,,2023-05-03
151,Original Antique Coalbrookdale Medieval Pattern Garden Bench,https://www.salvoweb.com/33619-original-antique-coalbrookdale-medieval-pattern-garden-bench,"£ 5,950  ",UK Architectural Antiques Ltd,Antique & Reclaimed,Garden,UK,UK > Staffordshire,,,,,,,,,2023-06-15
152,Antique Staddle Stones Garden Toadstools (Set of 4),https://www.salvoweb.com/34861-antique-staddle-stones-garden-toadstools-set-of-4,£ 2800  ,Architectural Forum,Antique & Reclaimed,Garden,UK,UK > Hertfordshire,,,,,,,,,2023-03-22
153,Reclaimed Polished Cast Iron Fire Basket,https://www.salvoweb.com/34845-reclaimed-polished-cast-iron-fire-basket,£ 180  ,Architectural Forum,NEW REPLICA REPRO,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-08-15
154,Antique Victorian Cast Iron Fireplace Surround with Flowers,https://www.salvoweb.com/34833-antique-victorian-cast-iron-fireplace-surround-with-flowers,£ 1800  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-08-10
155,Reclaimed Victorian Style Arched Fireplace Insert,https://www.salvoweb.com/34832-reclaimed-victorian-style-arched-fireplace-insert,£ 840  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-07-05
156,Reclaimed Gym Flooring,https://www.salvoweb.com/32856-reclaimed-gym-flooring,£ 54  ,Architectural Forum,Antique & Reclaimed,Flooring,UK,UK > Hertfordshire,,,,,,,,,2023-07-08
157,Reclaimed Hand Painted Wall Mounted Church Hymn Board,https://www.salvoweb.com/34818-reclaimed-hand-painted-wall-mounted-church-hymn-board,£ 225  ,UK Architectural Antiques Ltd,Antique & Reclaimed,"Shop, Pub, Church, Telephone Boxes & Bygones",UK,UK > Staffordshire,,,,,,,,,2023-05-06
158,Old Antique G Mears London Church Bronze Bell with Clapper,https://www.salvoweb.com/34817-old-antique-g-mears-london-church-bronze-bell-with-clapper,"£ 1,995  ",UK Architectural Antiques Ltd,Antique & Reclaimed,Garden,UK,UK > Staffordshire,,,,,,,,,2023-08-08
159,Set of Victorian Reclaimed Brass Companion Irons,https://www.salvoweb.com/34806-set-of-victorian-reclaimed-brass-companion-irons,£ 195  ,UK Architectural Antiques Ltd,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Staffordshire,,,,,,,,,2023-05-22
160,Original Genuine Cast Iron George 6th Post Box On Cast Iron Stand,https://www.salvoweb.com/34805-original-genuine-cast-iron-george-6th-post-box-on-cast-iron-stand,"£ 2,950  ",UK Architectural Antiques Ltd,Antique & Reclaimed,Garden,UK,UK > Staffordshire,,,,,,,,,2023-08-07
161,Traditional Reclaimed Old Pine Console Table with 3 Drawers,https://www.salvoweb.com/34789-traditional-reclaimed-old-pine-console-table-with-3-drawers,£ 495  ,UK Architectural Antiques Ltd,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Staffordshire,,,,,,,,,2023-05-08
162,Antique Old Leather and Distressed Painted Office Desk,https://www.salvoweb.com/34788-antique-old-leather-and-distressed-painted-office-desk,£ 365  ,UK Architectural Antiques Ltd,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Staffordshire,,,,,,,,,2023-07-24
163,Reclaimed Old Antique Kitchen Maple Butchers Chopping Block,https://www.salvoweb.com/34779-reclaimed-old-antique-kitchen-maple-butchers-chopping-block,"£ 1,395  ",UK Architectural Antiques Ltd,Antique & Reclaimed,Kitchen & Accessories,UK,UK > Staffordshire,,,,,,,,,2023-03-23
164,Victorian Reclaimed Decorative Iron Strapwork Bench,https://www.salvoweb.com/34776-victorian-reclaimed-decorative-iron-strapwork-bench,£ 995  ,UK Architectural Antiques Ltd,Antique & Reclaimed,Garden,UK,UK > Staffordshire,,,,,,,,,2023-05-25
165,Large Old Reclaimed Metal Straight Staircase,https://www.salvoweb.com/34775-large-old-reclaimed-metal-straight-staircase,"£ 5,250  ",UK Architectural Antiques Ltd,Antique & Reclaimed,Staircases Parts & Accessories,UK,UK > Staffordshire,,,,,,,,,2023-04-30
166,Reclaimed Mid Century Glazed Teak Double Doors,https://www.salvoweb.com/34774-reclaimed-mid-century-glazed-teak-double-doors,£ 400  ,Architectural Forum,Antique & Reclaimed,Doors & Handles,UK,UK > Hertfordshire,,,,,,,,,2023-08-13
167,Antique Louis XV French Style Carrara Marble Fireplace,https://www.salvoweb.com/34771-antique-louis-xv-french-style-carrara-marble-fireplace,£ 4800  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,,,,,,,,,2023-03-30
168,Antique Princess Style Radiator,https://www.salvoweb.com/34766-antique-princess-style-radiator,£ 595  ,Architectural Forum,Antique & Reclaimed,Architectural Metalwork,UK,UK > Hertfordshire,,,,,,,,,2023-06-12
